"cjxiaoqu","constructionTime","bankuai","communityAverage","elevator","subway","school","hospital","supermarket"
"美利新世界",1988,"和义",89988,1,1,0,0,1
"呼家楼南里",1996,"红庙",89677,1,1,1,0,0
"华业国际公寓",1996,"红庙",91697,1,1,0,1,1
"康堡花园",1990,"红庙",100847,1,1,1,0,1
"柴家湾",2002,"红庙",97697,1,1,1,0,1
"呼家楼新街大院",2003,"红庙",43458,0,1,0,0,1
"龙湾别墅",1999,"后沙峪",116232,0,1,0,1,1
"德国印象",1978,"后沙峪",111850,1,1,0,0,1
"水青庭",2004,"后沙峪",59327,1,1,0,1,1
"后街花园",1994,"后沙峪",68475,1,1,0,0,0
"美林香槟小镇",1978,"后沙峪",123654,0,0,1,1,1
"丽喜花园",1958,"后沙峪",76567,0,1,0,1,0
"北京方糖",1998,"后沙峪",87962,1,1,0,0,0
"东亚创展国际",1992,"后沙峪",121341,1,1,0,0,0
"宏城花园",1989,"后沙峪",53764,1,1,0,1,1
"青岚花园",2008,"后沙峪",88797,1,1,1,0,1
"阿凯笛亚别院",2006,"后沙峪",73447,1,1,1,0,1
"名都园",1998,"后沙峪",59797,1,1,0,0,1
"前进花园牡丹苑",2007,"后沙峪",67038,1,1,0,1,1
"东亚首航国际",1970,"后沙峪",111218,0,0,1,1,0
"水木兰亭",1995,"后沙峪",67771,1,0,1,1,1
"双裕花园东区",2005,"后沙峪",50512,1,0,1,0,1
"泰和谊园",1994,"后沙峪",87300,1,1,0,0,1
"江山赋",2004,"后沙峪",63737,1,1,1,0,1
"双裕小区",2005,"后沙峪",41537,0,1,0,1,1
"顺鑫花语",2004,"后沙峪",38841,0,0,1,0,1
"双裕花园西区",2003,"后沙峪",49371,1,0,0,0,1
"蓝星花园",1998,"后沙峪",34854,1,0,1,0,0
"滨河小区",2009,"后沙峪",44394,1,1,1,1,1
"槐房南里院",1979,"花乡",92379,1,1,0,0,0
"天骄俊园院",1980,"花乡",77737,0,1,0,0,0
"红华住宅区",1988,"花乡",60867,1,1,1,1,1
"大溪地",1990,"花乡",103783,0,1,0,0,1
"时代财富天地",1980,"花乡",61882,1,1,0,1,1
"同庆园",2003,"花乡",61080,1,0,0,1,0
"丰泽居三院",2006,"花乡",77726,1,1,1,1,0
"双榆树南里二区",1995,"花乡",87076,1,1,0,0,1
"风格与林苑",1988,"花乡",60204,1,1,1,0,1
"韩庄子小区",2007,"花乡",47726,1,0,1,1,1
"彩虹街区",2010,"花乡",42567,1,1,0,1,1
"宏大北园",2011,"花乡",88489,1,1,1,0,1
"宏大中园",2012,"花乡",75604,1,0,0,0,0
"九龙山庄三区",2004,"花乡",47153,1,1,1,1,1
"滨河西里北区",2004,"花乡",48809,0,0,0,1,0
"瑞海家园三区",2005,"花乡",37700,1,1,1,1,0
"大成时代中心",2001,"花乡",61273,1,0,0,1,0
"宏福园",1992,"花乡",93192,1,1,1,1,0
"宏盛家园",2004,"花乡",49715,1,1,0,0,1
"设计师广场",2004,"花乡",44513,1,0,1,1,0
"鸿坤理想城礼域府",2015,"花乡",44275,1,0,0,1,1
"顺驰领海",1996,"花乡",48852,1,0,1,1,0
"天伦锦城",2009,"花乡",45933,1,0,0,1,0
"林达海渔广场",1992,"华威桥",97028,1,1,0,0,1
"山水文园三期",2009,"华威桥",48160,1,0,1,0,1
"山水文园四期",2004,"华威桥",48615,1,0,0,0,0
"弘燕路小区",1992,"华威桥",66647,1,0,0,1,1
"劲松四区",1999,"华威桥",85383,1,1,1,0,0
"山水文园二期",1993,"华威桥",58118,1,1,0,0,0
"观筑庭园",1984,"华威桥",118423,1,1,1,0,1
"汉华苑",2003,"华威桥",26625,1,0,1,0,0
"建工家园",1999,"华威桥",56982,1,1,1,0,0
"书香亭",2002,"华威桥",127211,1,0,1,0,1
"山水文园一期",2003,"华威桥",94155,1,1,1,0,0
"东景苑",2003,"华威桥",60027,1,1,1,0,1
"方华苑",2011,"华威桥",62016,1,1,1,0,1
"恋日绿岛",2016,"华威桥",111846,1,1,1,0,0
"农光南里",1992,"华威桥",52097,1,1,1,0,1
"松榆东里",2002,"华威桥",123223,1,1,0,1,0
"吕营嘉园",2002,"华威桥",51741,1,0,0,0,1
"美景东方",2007,"华威桥",71309,1,1,1,0,0
"磨房北里",2004,"华威桥",63657,1,0,1,1,0
"南新园",2007,"华威桥",34875,1,1,1,1,1
"世豪花园",1990,"欢乐谷",64195,1,1,0,1,1
"垡头西里一区",1999,"欢乐谷",28181,1,0,0,1,0
"垡头西里二区",1987,"欢乐谷",112696,1,0,0,1,0
"格林莱雅",2007,"欢乐谷",38883,1,1,1,1,1
"君堂好园",2008,"欢乐谷",43069,1,0,1,0,0
"嘉禾园",2004,"欢乐谷",64395,1,1,0,0,0
"方丹苑",2011,"欢乐谷",31106,1,0,0,0,1
"农光里",2003,"欢乐谷",57680,1,1,0,0,1
"东山坡二里",1989,"黄村北",58221,1,1,0,0,1
"博悦府",1970,"黄村北",99603,0,1,0,1,0
"金华里",1982,"黄村北",76427,1,1,1,1,1
"金惠园二里",1970,"黄村北",76584,0,1,0,1,0
"可可家园",1988,"黄村北",90389,0,1,0,1,1
"丽园A区",1998,"黄村北",95134,0,1,1,0,1
"别墅区",2015,"黄村北",96118,1,1,0,1,1
"翡翠城三期",1988,"黄村北",37201,1,1,0,1,1
"锦华园",1988,"黄村北",84003,1,1,1,1,0
"九龙家园南区",1988,"黄村北",89908,1,1,1,1,0
"康颐园",2005,"黄村北",92621,1,1,0,1,1
"滨河坊",2009,"黄村北",89166,1,1,0,0,0
"丽园东里",1986,"黄村北",83015,1,1,0,1,0
"双高花园",1988,"黄村北",48316,1,0,1,0,1
"金华园",2003,"黄村北",61947,1,1,0,0,0
"九龙山庄东区",1998,"黄村北",67419,1,1,1,0,0
"康庄路院",2000,"黄村北",69439,1,0,0,1,0
"翡翠城二期",1990,"黄村北",72822,1,1,1,1,0
"枫蓝国际",1989,"黄村北",78261,1,1,1,0,1
"绿地中央广场",1998,"黄村北",50426,1,1,0,0,0
"车站南里",1992,"黄村北",82214,1,1,0,1,1
"天恒乐活城",2003,"黄村北",96997,1,1,0,1,1
"美丽园",2000,"黄村北",47482,1,0,0,0,0
"翡翠城五期",2001,"黄村北",27988,0,1,1,1,0
"丽园B区",2007,"黄村北",79320,1,0,0,0,1
"三合北巷",2004,"黄村北",37735,1,0,0,0,0
"富强东里",2005,"黄村北",64575,1,0,1,1,0
"华润公元九里",2006,"黄村北",96798,1,1,1,0,1
"骏城",2005,"黄村北",32095,1,1,1,1,1
"波普公社",1986,"黄村北",86538,1,1,1,0,1
"红木林",1998,"黄村北",97565,1,1,1,1,0
"清澄名苑南区",2003,"黄村北",102277,1,1,1,1,0
"明光村小区",1999,"黄村北",79007,1,1,1,1,0
"那尔水晶城",2011,"黄村北",82877,1,0,0,1,1
"丽园C区",2006,"黄村北",91231,1,0,1,1,0
"三合南里",2006,"黄村北",84981,1,1,0,1,1
"马赛公馆",1983,"黄村北",86875,1,1,1,1,0
"金惠园三里",1995,"黄村北",64432,1,0,1,1,1
"清澄名苑北区",2000,"黄村北",36358,1,0,0,1,1
"富强西里",2003,"黄村北",64750,1,1,1,0,1
"黄村西里",1998,"黄村北",83944,1,1,0,1,1
"泰中花园",2006,"黄村北",54836,1,0,0,0,0
"清源西里",1987,"黄村北",133455,1,1,1,0,1
"世嘉博苑",2003,"黄村北",104629,1,1,0,1,0
"车站北里",1990,"黄村北",63664,1,1,1,0,0
"福苑小区",1983,"黄村北",85073,0,1,0,0,0
"首邑上城",1998,"黄村北",50059,1,1,0,1,1
"金地仰山",1989,"黄村北",68049,1,1,1,1,1
"保利茉莉公馆",2001,"黄村北",55151,1,1,1,0,0
"康盛园",1990,"黄村北",86585,1,0,1,1,1
"鸿坤理想城大满贯",2008,"黄村北",73994,1,1,0,0,1
"滨河西里",2004,"黄村北",55339,1,1,1,1,0
"上地东里",2004,"黄村北",41888,1,0,1,0,0
"创兴公寓",2008,"黄村火车站",47364,1,0,0,0,0
"林海园",2004,"黄村火车站",111220,1,1,1,0,1
"林校中里",1999,"黄村火车站",112599,1,1,1,0,0
"保利春天里二区",2006,"黄村火车站",94022,1,1,0,0,0
"海子角小区",1979,"黄村火车站",54920,0,1,0,0,1
"椿榕园",2004,"黄村火车站",101481,1,1,0,0,0
"首座御园一期",2001,"黄村火车站",48284,1,1,1,0,1
"华昱家园",2005,"黄村火车站",47677,1,1,1,0,0
"蓝桥驿苑",2007,"黄村火车站",71215,1,0,0,1,0
"蚂蚁工房",1978,"黄村火车站",82541,0,1,1,0,1
"天堂河",2005,"黄村火车站",44680,1,1,1,1,1
"天宫院小区",1982,"黄村火车站",65706,1,1,1,1,0
"建兴家园",1998,"黄村火车站",60555,1,0,0,1,1
"团河苑",2004,"黄村火车站",29838,1,0,1,0,0
"翰林庭院",2005,"黄村火车站",71322,1,0,0,1,1
"黄村东里",2005,"黄村火车站",44510,1,0,0,0,1
"龙湖时代天街",2003,"黄村火车站",74239,1,1,0,1,1
"保利春天里一区",1990,"黄村火车站",136619,1,0,0,1,0
"林校北里",2008,"黄村火车站",67612,1,1,0,1,0
"_悦国际",2010,"黄村火车站",97522,1,1,0,0,1
"金融街融汇",2007,"黄村火车站",37382,1,1,1,1,0
"龙锦苑东一区",2004,"黄村火车站",96498,1,1,1,0,1
"康宁家园",1981,"黄村中",101309,1,1,1,0,0
"黄村中里",1998,"黄村中",73916,1,1,1,1,1
"保利春天派",2002,"黄村中",85955,1,1,0,0,0
"清源东里",1981,"黄村中",108646,1,0,0,0,0
"金色漫香郡",2000,"黄村中",63154,1,0,1,1,0
"康泰园",2004,"黄村中",69391,1,1,0,0,0
"巧克力城",1984,"黄村中",50187,1,0,0,1,1
"宝产胡同院",2003,"回龙观",32488,1,1,1,0,0
"都市芳园丽湖园",2012,"回龙观",64220,1,1,0,0,1
"海青花园",2002,"回龙观",83243,1,1,0,1,0
"华远静林湾",2003,"回龙观",91782,1,0,0,0,0
"龙邸",2004,"回龙观",113927,1,1,1,0,0
"润杰经典创新园",1995,"回龙观",43860,1,0,0,1,0
"王府公寓二区",1999,"回龙观",83077,1,1,1,1,0
"威尼斯花园A区",1980,"回龙观",85565,1,1,1,0,1
"昌艺园小区",1980,"回龙观",101236,1,1,1,1,1
"城市绿洲花园",2005,"回龙观",105832,1,1,0,0,1
"典雅庄园",1988,"回龙观",113175,1,1,0,1,1
"建安里小区",1986,"回龙观",72137,1,1,0,1,0
"龙城花园中五区",1985,"回龙观",101249,0,1,1,1,1
"龙山华府",1985,"回龙观",102218,1,1,0,1,0
"农垦学院家属楼",1989,"回龙观",121734,0,1,1,1,0
"蓬莱公寓西区",1977,"回龙观",131028,0,1,1,0,0
"前屯路院",1993,"回龙观",148962,1,1,1,0,1
"清秀园北区",2002,"回龙观",36694,0,0,0,0,0
"天巢园",1988,"回龙观",69033,1,1,0,1,0
"旺龙花园",1980,"回龙观",77274,1,1,1,1,1
"博雅西园",2005,"回龙观",97549,1,1,0,0,1
"都市芳园锦湖园",2000,"回龙观",134587,1,0,1,1,0
"回南家园",1998,"回龙观",74141,1,1,0,0,1
"京投银泰公园悦府",2005,"回龙观",86567,1,1,0,1,1
"流星花园一区",2012,"回龙观",109252,1,1,1,0,0
"龙城花园N区",1985,"回龙观",109286,1,0,0,0,1
"三合庄园",2014,"回龙观",52791,1,0,0,0,1
"琥珀天地",1983,"回龙观",57361,1,1,1,1,0
"金隅美和园",1999,"回龙观",72283,1,0,0,0,0
"龙城花园S区",1979,"回龙观",88366,0,1,1,0,1
"万龙社区",1986,"回龙观",63914,1,1,0,0,1
"北京农职院家属楼",1987,"回龙观",74483,1,1,1,0,1
"吉晟别墅",2008,"回龙观",53456,1,1,0,1,0
"建材城西一里",2006,"回龙观",56538,1,1,0,1,1
"首开国风美唐二期",2008,"回龙观",123087,1,0,0,0,0
"金域华府二期",1998,"回龙观",38574,1,0,1,0,0
"慧龙居",2013,"回龙观",58831,1,1,1,1,1
"蓝天园",2004,"回龙观",69655,0,0,0,0,1
"龙禧苑五区",1999,"回龙观",74940,1,1,0,0,0
"太和小区",1993,"回龙观",107650,1,1,1,0,1
"骊龙园",1990,"回龙观",100274,0,1,1,0,1
"天慧园",1997,"回龙观",60167,1,1,0,0,1
"北回归线",2001,"回龙观",77837,1,1,1,0,1
"北街家园一区",1984,"回龙观",78256,1,1,0,1,1
"金域华府一期",2006,"回龙观",49033,1,1,1,0,1
"常秀家园",1982,"回龙观",46711,1,0,1,1,1
"观澳园",1956,"回龙观",68656,0,1,0,1,1
"霍营小区",2005,"回龙观",97360,1,1,1,1,0
"良庄家园",2003,"回龙观",41629,1,1,1,1,1
"瑞雪春堂",2008,"回龙观",52254,1,0,0,1,0
"上地西里",2006,"回龙观",57797,1,1,0,1,0
"龙腾苑五区",1988,"回龙观",57047,1,1,1,0,1
"龙锦苑五区",2000,"回龙观",34346,1,1,0,0,0
"龙锦苑一区",2001,"回龙观",35885,1,0,0,1,0
"合立方",2005,"回龙观",70934,1,0,0,0,0
"龙禧苑二区",1986,"回龙观",48937,1,1,1,0,0
"首开国风美唐一期",1992,"回龙观",72718,1,1,1,0,0
"北郊农场宿舍",2002,"回龙观",83166,1,1,1,0,0
"通达园",2007,"回龙观",33443,1,0,1,1,1
"龙禧苑一区",2004,"回龙观",53017,1,0,0,1,1
"冠庭园",2014,"回龙观",54858,1,1,0,0,1
"建清园",2003,"回龙观",62443,1,1,1,1,0
"龙锦苑东三区",1987,"回龙观",71432,1,1,1,0,0
"朝庭公寓",2004,"回龙观",48169,1,0,1,0,1
"旗胜家园",1998,"回龙观",53549,1,1,1,0,1
"太阳公元",2001,"回龙观",67509,0,0,0,1,1
"清缘里中区",1982,"回龙观",97882,0,1,1,0,1
"首开国风美唐综合楼",2003,"回龙观",117682,1,1,1,1,0
"保利罗兰香谷",1998,"回龙观",41367,1,0,1,1,1
"龙跃苑东二区",2003,"回龙观",72473,1,1,0,0,0
"华龙苑中里",2009,"回龙观",83975,1,1,1,0,1
"龙回苑",2000,"回龙观",38119,1,0,1,1,0
"北店嘉园",1990,"回龙观",107150,1,1,0,1,1
"龙城花园北二区",2000,"回龙观",62705,1,1,0,0,0
"流星花园二区",2004,"回龙观",39408,1,0,1,0,0
"龙锦苑四区",2003,"回龙观",40638,1,1,1,0,0
"上奥世纪中心",2005,"回龙观",51668,0,0,1,0,0
"华龙苑北里",2005,"回龙观",55131,1,1,0,1,0
"兰园",2006,"回龙观",56205,1,1,1,0,0
"慧华苑",1980,"回龙观",84206,1,1,1,1,0
"龙锦苑东二区",2011,"回龙观",43360,1,1,0,0,1
"龙腾苑四区",1998,"回龙观",46035,1,0,0,1,1
"龙跃苑四区",2008,"回龙观",86411,1,1,0,0,1
"龙腾苑三区",1986,"回龙观",44959,0,1,0,1,0
"龙跃苑二区",2005,"回龙观",51007,1,1,0,1,1
"万润家园",2009,"回龙观",76292,1,1,1,1,0
"和光里",1990,"回龙观",73084,1,0,1,1,0
"天露园一区",2004,"回龙观",80976,1,1,0,1,1
"龙锦苑六区",1999,"回龙观",35347,1,0,0,1,1
"矩阵三期",2010,"回龙观",45854,1,1,1,1,0
"龙兴园北区",2004,"回龙观",43994,1,0,1,0,1
"南湖东园一区",2005,"回龙观",57313,1,0,1,1,0
"龙锦苑东五区",1994,"回龙观",48951,1,0,0,1,1
"东南小区",2007,"回龙观",59730,1,1,0,0,1
"当代城市家园",1990,"回龙观",69557,1,0,0,1,0
"龙华园",1983,"回龙观",121898,1,1,0,0,0
"东亚上北中心",2009,"回龙观",54263,1,0,0,1,1
"东土城路甲院",1984,"惠新西街",61392,1,1,0,1,0
"惠新东街",1986,"惠新西街",93736,1,1,1,1,0
"富仁名苑",2006,"惠新西街",36943,1,0,1,1,1
"蓝珏苑",1999,"惠新西街",91698,1,1,0,1,1
"惠新东街院",2004,"惠新西街",76261,1,1,0,1,0
"三空间",2004,"惠新西街",53839,1,1,0,0,0
"世纪宝鼎",1996,"惠新西街",40863,1,1,1,1,1
"三羊里",1983,"惠新西街",97025,1,1,0,1,1
"奥东",1983,"惠新西街",54777,1,1,1,1,0
"安苑东里三区",1999,"惠新西街",82893,1,1,1,1,1
"惠新南里院",1992,"惠新西街",93030,1,1,1,0,0
"隆远阁",1998,"惠新西街",43437,1,0,0,1,1
"芍药居甲院",2007,"惠新西街",58245,1,1,1,0,0
"安苑东里一区",2004,"惠新西街",73792,1,0,1,1,1
"芍药居",2002,"惠新西街",87262,1,1,0,0,0
"花家地小区",2000,"惠新西街",41411,1,0,1,1,1
"毛条小区",2009,"霍营",127398,1,0,0,0,1
"建材城东一里",2001,"霍营",49956,1,1,1,0,0
"轮胎厂宿舍",1993,"霍营",67803,1,1,1,1,0
"华严里院",2008,"健翔桥",91658,1,0,1,0,1
"马甸经典家园",2006,"健翔桥",126243,1,0,1,1,0
"嘉铭桐城B区",2003,"健翔桥",77119,1,1,1,1,1
"祁家豁子社区",1996,"健翔桥",43655,1,1,0,0,0
"华严里",2013,"健翔桥",59121,1,1,0,1,0
"科学园南里六区",2002,"健翔桥",77663,1,1,0,0,0
"科学园南里三区",2003,"健翔桥",78043,1,0,0,1,0
"民族园院",2004,"健翔桥",95820,1,1,1,1,0
"社会科学院",1954,"健翔桥",107792,0,0,0,1,1
"安翔南里",1980,"健翔桥",82629,1,1,0,1,0
"丝竹园小区",2009,"健翔桥",69620,1,0,1,1,0
"草厂胡同",2007,"交道口",43093,1,1,1,1,0
"东四十二条院",1998,"交道口",59829,1,1,0,0,1
"后局大院胡同",2013,"交道口",89320,1,0,0,0,1
"罗车胡同",1985,"交道口",118940,1,1,1,1,1
"青龙胡同",1999,"交道口",37951,1,1,1,0,1
"桃条胡同",2010,"交道口",76917,1,1,1,1,0
"东棉花胡同",1958,"交道口",123639,0,1,0,0,0
"花梗胡同院",2004,"交道口",63892,1,1,1,1,0
"京香福苑",1987,"交道口",81193,1,1,1,1,0
"潘家坡胡同院",1987,"交道口",129589,0,1,1,0,1
"润景家园",2004,"角门",92132,1,0,0,0,1
"角门甲院",2005,"角门",68486,1,1,1,1,1
"角门院",2014,"角门",54535,1,1,0,0,1
"东水井胡同",1991,"金宝街",128397,1,1,0,0,1
"华荣公寓",1981,"金融街",91137,1,1,1,1,1
"力学胡同",1986,"金融街",107232,1,1,1,0,1
"三塔社区",2000,"金融街",50436,0,1,1,0,0
"头发胡同",2004,"金融街",80548,1,1,1,1,0
"北蜂窝中路院",2003,"金融街",96125,1,0,1,0,1
"粉子胡同院",2000,"金融街",14773,0,0,0,0,0
"教育街",2004,"金融街",74397,1,1,0,1,0
"金龙公寓",2001,"金融街",76617,1,1,0,1,1
"丽华苑",1960,"金融街",94570,0,1,1,1,0
"民康胡同院",1990,"金融街",110599,1,1,1,1,1
"太桥大街",2007,"金融街",63918,1,1,0,1,0
"地藏庵",2000,"金融街",105479,1,0,1,1,0
"宏英园小区",1980,"金融街",67067,1,1,0,0,1
"金宸国际公寓",2002,"金融街",77757,1,1,1,0,1
"锦官苑",1986,"金融街",83827,1,1,0,0,0
"复地西绒线",1991,"金融街",100053,1,1,0,1,1
"复兴路乙院",1986,"金融街",101149,1,1,1,0,0
"三里河北街院",2009,"金融街",93200,1,1,1,0,1
"四合上院",2005,"金融街",30673,1,0,0,1,0
"佟麟阁路院",2006,"金融街",45375,1,0,0,0,0
"北方中惠国际中心",2008,"金融街",57690,1,0,1,1,1
"二龙路",2004,"金融街",61710,1,0,1,1,1
"华远北街",2003,"金融街",92672,1,0,1,0,0
"灵境胡同",2006,"金融街",42755,1,0,1,1,1
"三里河东路院",2010,"金融街",52753,1,0,0,0,0
"京畿道",2005,"金融街",44599,1,0,0,1,1
"宏汇园小区",2006,"金融街",41355,1,1,1,0,1
"爱民里小区",2010,"金融街",65768,1,0,0,1,1
"丰汇园小区",1996,"金融街",34628,1,0,0,0,0
"劲松嘉园",1999,"劲松",79479,1,0,1,0,0
"劲松路",1980,"劲松",80128,1,1,0,0,1
"劲松五区",1999,"劲松",80176,1,1,0,0,0
"潘道庙",1973,"劲松",128320,1,0,1,1,1
"广渠门外大街",1996,"劲松",57672,1,1,0,1,1
"华辉苑",1995,"劲松",71021,1,1,1,0,1
"双井东院",1993,"劲松",65375,1,1,1,1,1
"华阳公寓",2008,"劲松",47194,1,0,1,1,1
"嘉多丽园",2014,"劲松",53765,1,0,1,1,0
"劲松七区",2009,"劲松",66128,1,0,0,0,1
"磨房南里",1988,"劲松",60812,1,1,0,0,1
"建业苑",1985,"劲松",67899,1,1,1,0,0
"锦绣馨园",2007,"劲松",70861,1,1,1,0,1
"潘家园南里",1983,"劲松",60949,1,1,1,0,0
"百环花园",2009,"劲松",83321,1,1,0,1,1
"农光东里",2000,"劲松",39940,1,0,1,0,0
"K玉_湾",2000,"九棵树(家乐福)",52632,1,1,0,0,1
"鼎晟国际",1981,"九棵树(家乐福)",113826,1,1,1,1,0
"酒仙桥南路院",1978,"酒仙桥",100141,1,1,1,0,1
"酒仙桥十一街坊",1980,"酒仙桥",100175,1,1,0,0,0
"四季世家公寓",1982,"酒仙桥",72972,1,1,0,0,1
"将台路",2006,"酒仙桥",73741,1,1,1,1,1
"酒仙桥三街坊",1999,"酒仙桥",84606,1,0,1,1,1
"丽都职工宿舍",2010,"酒仙桥",94110,1,1,1,1,1
"上东",2012,"酒仙桥",48973,1,0,1,1,1
"芳园南里西区",2004,"酒仙桥",34271,1,0,1,0,1
"高家园五区",2006,"酒仙桥",47387,1,1,1,1,0
"亮马桥院",2014,"酒仙桥",105096,1,1,0,1,1
"东润枫景一期",1990,"酒仙桥",108539,1,1,1,1,0
"高家园三区",1999,"酒仙桥",31438,0,0,1,1,0
"丽都东镇",2012,"酒仙桥",80072,1,1,0,0,1
"海润国际",1997,"酒仙桥",24941,1,0,1,0,0
"酒仙桥十二街坊",1986,"酒仙桥",68782,1,1,1,0,0
"亮马嘉园",2000,"酒仙桥",76941,1,1,0,1,1
"高家园四区",1981,"酒仙桥",83849,1,1,1,1,1
"酒仙桥十街坊",2005,"酒仙桥",41261,1,0,1,0,0
"亮马水晶",1992,"酒仙桥",70826,1,1,0,0,0
"丽都壹",2012,"酒仙桥",103438,1,1,1,0,0
"风格雅园",2005,"酒仙桥",96342,1,0,0,0,0
"东润枫景三期",1997,"酒仙桥",62456,1,1,0,1,0
"大西洋新城A区",2002,"酒仙桥",52466,1,0,1,0,0
"上京新航线",2013,"酒仙桥",45129,1,1,1,1,1
"金色漫香林二期",2008,"酒仙桥",45617,1,0,0,0,1
"卡布其诺",2004,"酒仙桥",47318,1,1,0,1,0
"上东三角洲",2007,"酒仙桥",85308,1,1,1,0,0
"驼房营南里",1996,"酒仙桥",89952,1,1,0,0,0
"花家地西里一区",2002,"酒仙桥",61359,1,1,1,1,1
"南湖东园二区",2000,"酒仙桥",64451,1,0,1,0,0
"贵园南里丁区",1965,"旧宫",81561,0,0,1,0,1
"明悦湾",2012,"旧宫",137274,1,1,1,0,1
"南苑北里四区",2000,"旧宫",34792,0,0,0,1,0
"清逸园甲区",2002,"旧宫",40287,1,1,1,0,0
"碧森里",1989,"旧宫",95537,1,1,0,0,1
"东亚五环国际",1988,"旧宫",109607,1,0,1,1,0
"贵园东里",2000,"旧宫",48814,1,1,1,1,0
"佳和园小区",1999,"旧宫",62564,1,1,0,0,1
"佳和园新区",2008,"旧宫",63185,1,1,1,1,1
"境界",1992,"旧宫",75738,1,1,0,1,0
"清和园甲区",1990,"旧宫",106851,1,1,1,0,1
"鸿博家园六区",2009,"旧宫",44332,1,1,0,1,0
"朗润园二期",2008,"旧宫",72074,1,0,1,1,0
"美宅湾",1990,"旧宫",85683,1,0,1,1,0
"亲亲我家",1996,"旧宫",90003,1,1,1,1,0
"天宝家园",2006,"旧宫",41998,1,1,1,1,0
"万源北路院",2010,"旧宫",49524,1,0,1,1,0
"万源南里",2001,"旧宫",49798,1,0,1,0,1
"富力盛悦居",2003,"旧宫",83273,1,1,0,0,1
"贵园南里甲区",1997,"旧宫",86182,1,1,0,0,1
"佳和园老区",1985,"旧宫",112689,1,1,1,1,0
"朗润园一期",1981,"旧宫",69700,1,1,0,1,0
"梅园小区",2002,"旧宫",42649,1,1,1,1,1
"润枫领尚",1999,"旧宫",51836,1,1,0,1,1
"德茂佳苑",1993,"旧宫",87505,1,1,1,1,0
"德林园",2003,"旧宫",58737,1,1,0,1,0
"上林苑",1984,"旧宫",46190,1,0,1,1,0
"复兴门外大街",1995,"旧宫",65588,1,0,0,1,1
"幻星家园",2003,"旧宫",83240,1,1,0,1,0
"林肯公园二期",2005,"旧宫",45310,0,1,1,0,0
"荣京丽都",2012,"旧宫",58311,1,1,0,0,0
"清欣园甲区",1980,"旧宫",58976,1,0,0,0,0
"金色漫香林五期",2006,"旧宫",50636,1,0,0,1,1
"国融国际",1992,"旧宫",55493,1,0,0,1,0
"润龙家园",2005,"旧宫",82664,1,1,1,0,1
"清欣园",1994,"旧宫",92338,1,1,1,1,0
"灵秀山庄",2008,"旧宫",36774,1,0,1,1,1
"林肯公园",1996,"旧宫",41055,1,0,0,0,0
"测绘院宿舍",1996,"军博",43279,1,0,1,0,1
"海天中心",1979,"军博",83454,0,1,0,1,1
"铁医路院",1976,"军博",74095,0,0,1,0,1
"北蜂窝路院",1980,"军博",90960,1,1,0,0,1
"铁西小区",2006,"军博",71727,1,1,1,0,1
"北蜂窝中路甲院",1986,"军博",86687,1,0,0,0,1
"北小马厂",1985,"军博",87731,1,1,0,1,0
"北蜂窝院",2003,"军博",73523,1,1,1,0,0
"铁东小区",2007,"军博",75566,1,0,1,1,0
"丰台南路",1999,"看丹桥",69810,1,1,0,0,1
"北大地三里",1979,"看丹桥",95123,1,1,1,1,1
"富莱茵花园",2003,"看丹桥",36290,1,1,0,1,1
"宝丰大厦",1995,"看丹桥",88954,1,1,0,1,0
"富锦嘉园五区",2002,"看丹桥",44664,1,0,1,0,1
"韩庄子四里",2000,"看丹桥",62825,1,1,0,1,0
"南极星",2008,"看丹桥",40843,0,1,1,1,0
"丰泽居一院",2010,"看丹桥",120313,1,1,0,1,0
"建国街一里",1993,"看丹桥",65360,1,1,1,0,0
"富丰路院",1991,"看丹桥",101931,1,0,0,1,0
"工商联大厦",1984,"看丹桥",106583,1,1,0,0,1
"南开地",1990,"看丹桥",86828,1,1,0,1,1
"丰西北里",1981,"看丹桥",75337,1,1,0,1,0
"丰台南路院",1997,"看丹桥",64120,1,1,0,0,0
"看丹路院",1992,"看丹桥",98860,1,1,0,1,1
"富锦嘉园四区",2004,"看丹桥",64361,1,1,0,1,1
"看丹苑",2005,"看丹桥",36258,1,0,1,1,1
"韩庄子西里",2003,"看丹桥",47498,1,0,0,1,0
"韩庄子东里",2006,"看丹桥",70638,1,1,1,1,1
"槐柏树街南里",2006,"看丹桥",38753,1,0,0,0,1
"恒富花园院",1996,"看丹桥",58108,1,1,1,1,1
"天龙华鹤",2003,"看丹桥",30167,1,0,1,1,0
"南开西里",2012,"看丹桥",44647,1,1,0,1,0
"韩庄子二里",2007,"看丹桥",57479,1,1,0,1,1
"宝隆温泉公寓",2004,"看丹桥",46572,1,0,0,1,1
"富锦嘉园二区",2008,"科技园区",73380,1,1,1,1,0
"鸿业兴园二期",1973,"科技园区",89148,1,1,0,1,0
"棉花城",1990,"科技园区",128866,1,0,0,1,1
"明源南街",1999,"科技园区",134917,1,1,0,1,1
"卢沟桥南里",1993,"科技园区",67436,1,1,1,1,0
"古城副食楼",1963,"老山",78729,0,0,1,1,1
"田村山南路院",1980,"老山",80170,1,0,0,0,0
"老山驾校",1990,"老山",92146,0,1,1,0,1
"六场宿舍",1983,"老山",99350,1,1,1,0,0
"天和景园",2003,"老山",68844,1,1,0,0,0
